x_star,upper_mean,upper_std,lower_mean,lower_std,Spalart-Allmaras_upper,Spalart-Allmaras_lower,Spalart-Allmaras w/ CFC_upper,Spalart-Allmaras w/ CFC_lower,RSM $\epsilon$-linear_upper,RSM $\epsilon$-linear_lower
7.751004016064256819e-01,8.594582967284864594e+00,1.805491570077229824e+00,-9.131552535015069694e+00,2.167740807912180934e+00,6.205812097701336683e+00,-6.178647746038584465e+00,9.007924220290620454e+00,-9.894621935690427250e+00,1.057001258386263842e+01,-1.132138792331619825e+01
7.791164658634537332e-01,8.550550145064661933e+00,1.807339044269508754e+00,-9.092894780998763693e+00,2.179247327557370273e+00,6.162624709443385917e+00,-6.137177909471916770e+00,8.955164576726376779e+00,-9.814789127980468209e+00,1.053386114902422044e+01,-1.132671730554390521e+01
7.831325301204818956e-01,8.500921075948225436e+00,1.802999852242034073e+00,-9.051081574609879610e+00,2.194481386772000775e+00,6.126243186906460636e+00,-6.090501898226555966e+00,8.883964432237203113e+00,-9.725239401172762754e+00,1.049255560870101256e+01,-1.133750342443031833e+01
7.871485943775099470e-01,8.461465466198696106e+00,1.804153099590925180e+00,-9.010079984003185771e+00,2.199858725820786010e+00,6.098088618234638325e+00,-6.057089473649787337e+00,8.810513502002299546e+00,-9.638664333083696079e+00,1.047579427835915133e+01,-1.133448614527607390e+01
7.911646586345381094e-01,8.429891568165089666e+00,1.820379135087456746e+00,-8.974869312926641030e+00,2.201295333376263041e+00,6.065944103067209880e+00,-6.036871807696465808e+00,8.728981061481267290e+00,-9.552419967466402539e+00,1.049474953994679360e+01,-1.133531616361705652e+01
7.951807228915661607e-01,8.400563460774160163e+00,1.825203520761295994e+00,-8.933025425274117026e+00,2.206655799406754159e+00,6.042345334803838952e+00,-6.003474758363580577e+00,8.670740573029283027e+00,-9.466514340334802213e+00,1.048860447448936029e+01,-1.132908717712397006e+01
7.991967871485943231e-01,8.354316707003283327e+00,1.798403201509078064e+00,-8.875656481475333592e+00,2.217479530937580101e+00,6.025932557959764679e+00,-5.945253480213878561e+00,8.632308153191189604e+00,-9.373709134803268839e+00,1.040470940985889747e+01,-1.130800682940885338e+01
8.032128514056223745e-01,8.282513271922361753e+00,1.749124491932278369e+00,-8.812421063406800315e+00,2.241498139866023642e+00,6.005133533067416707e+00,-5.857868293323914344e+00,8.584955046460663652e+00,-9.294994320308529012e+00,1.025745123623900312e+01,-1.128440057658795403e+01
8.072289156626505369e-01,8.199701434630712882e+00,1.705445189858536104e+00,-8.756319484886187610e+00,2.255175822537665908e+00,5.973072912739493923e+00,-5.793348553672696966e+00,8.510264792404726109e+00,-9.215880573924122743e+00,1.011576659874792306e+01,-1.125972932706174312e+01
8.112449799196785882e-01,8.118620773314669137e+00,1.664220210361294860e+00,-8.710801575768293503e+00,2.249874972579518406e+00,5.941512656556287020e+00,-5.767125870289451228e+00,8.432840570007693159e+00,-9.136701526866435330e+00,9.981509093380029896e+00,-1.122857733014899395e+01
8.152610441767067506e-01,8.040166732833252894e+00,1.637915010990191877e+00,-8.657237806406714142e+00,2.243971359762033213e+00,5.895167172111301035e+00,-5.734669792109520436e+00,8.355447233053084233e+00,-9.047513715311598759e+00,9.869885793335374302e+00,-1.118952991179902590e+01
8.192771084337349130e-01,7.985513722704216555e+00,1.627342453088157059e+00,-8.586785084086530517e+00,2.235181857321398624e+00,5.852612700199854245e+00,-5.683999147577311284e+00,8.303355450555912398e+00,-8.954465794381805566e+00,9.800573017356883909e+00,-1.112189031030047737e+01
8.232931726907629644e-01,7.925804994171131490e+00,1.604844488097350030e+00,-8.504413575711177842e+00,2.244403325478838696e+00,5.809183095620406689e+00,-5.598061680580196153e+00,8.274734134829786925e+00,-8.852664898072710287e+00,9.693497752063201744e+00,-1.106251414848063064e+01
8.273092369477911268e-01,7.845510694236328852e+00,1.570721945596536440e+00,-8.417941986055859971e+00,2.251349794750073130e+00,5.754904831411121080e+00,-5.517772580546779437e+00,8.240600975580893106e+00,-8.730209958403602144e+00,9.541026275716973259e+00,-1.100584341921720188e+01
8.313253012048191781e-01,7.779926890722720145e+00,1.540678281855453191e+00,-8.351933956599305375e+00,2.248929075063638816e+00,5.719424995083419283e+00,-5.474936969429554878e+00,8.196758482944797919e+00,-8.616256471524240013e+00,9.423597194139944122e+00,-1.096460842884411946e+01
8.353413654618473405e-01,7.722051919936824937e+00,1.543291304063539648e+00,-8.292564665254507972e+00,2.241859199490571886e+00,5.654737472241179397e+00,-5.441182173789380627e+00,8.149672589970569092e+00,-8.517792491704604174e+00,9.361745697598728100e+00,-1.091871933026953911e+01
8.393574297188753919e-01,7.682323573430157815e+00,1.536733608438013210e+00,-8.216751561840149876e+00,2.228175120386213237e+00,5.621199319238558090e+00,-5.401598156897063241e+00,8.116102338206168554e+00,-8.398224667285660416e+00,9.309669062845749465e+00,-1.085043186133772863e+01
8.433734939759035543e-01,7.642568801474102891e+00,1.535115736654497853e+00,-8.142007659140306330e+00,2.219847467402719321e+00,5.573877359578879087e+00,-5.359977491976456676e+00,8.106601208480581633e+00,-8.273334178217451651e+00,9.247227836362847953e+00,-1.079271130722701066e+01
8.473895582329316056e-01,7.584851756360213137e+00,1.541513599309708882e+00,-8.050470907965424416e+00,2.221729248355379660e+00,5.498798301214725015e+00,-5.288612109609383438e+00,8.079533700068065372e+00,-8.134009362611251959e+00,9.176223267797851690e+00,-1.072879125167563785e+01
8.514056224899597680e-01,7.517106742496930671e+00,1.541811472370715252e+00,-7.967575509154392499e+00,2.228120121548026411e+00,5.425074038357489137e+00,-5.216728690830794157e+00,8.030841873679424481e+00,-8.012055549626152740e+00,9.095404315453874844e+00,-1.067394228700623060e+01
8.554216867469878194e-01,7.432928050857955604e+00,1.528688622770552508e+00,-7.891750478895179555e+00,2.238481701291125781e+00,5.351970138016167944e+00,-5.156997830160691798e+00,7.965919094301548320e+00,-7.878168276295521189e+00,8.980894920256149661e+00,-1.064008533022932568e+01
8.594377510040159818e-01,7.342909758604354131e+00,1.513409651780198484e+00,-7.824854524597722794e+00,2.230103920416880658e+00,5.278217185822367874e+00,-5.133987185932637587e+00,7.886997306132056629e+00,-7.745693525939675972e+00,8.863514783858637003e+00,-1.059488286192085660e+01
8.634538152610441442e-01,7.260231069240655977e+00,1.514972257819922952e+00,-7.738492479509475608e+00,2.219219457485182012e+00,5.193258687258779815e+00,-5.083009558085831436e+00,7.805424016330837489e+00,-7.617541308486826424e+00,8.782010504132347961e+00,-1.051492657195576896e+01
8.674698795180721955e-01,7.169526472356416491e+00,1.510381695939093660e+00,-7.626183443107301230e+00,2.217742722669398869e+00,5.102284453964127664e+00,-4.997949756127830767e+00,7.737570281523595384e+00,-7.458117794155789682e+00,8.668724681581526426e+00,-1.042248277903828146e+01
8.714859437751003579e-01,7.090849428028710655e+00,1.468772185466475699e+00,-7.511840369751863200e+00,2.210337522033855251e+00,5.073089143591520411e+00,-4.919370192469680880e+00,7.672622821165868245e+00,-7.295557119035372295e+00,8.526836319328742420e+00,-1.032059379775053465e+01
8.755020080321284093e-01,7.017389828954442521e+00,1.442044988082364476e+00,-7.407948127034543973e+00,2.197580316427043989e+00,5.034830561362760193e+00,-4.862574155197083137e+00,7.594743522097910038e+00,-7.136341624544846773e+00,8.422595403402654668e+00,-1.022492860136170201e+01
8.795180722891565717e-01,6.942718522175961304e+00,1.428525791193799410e+00,-7.296226039954355258e+00,2.176804015006138737e+00,4.981629680701919582e+00,-4.806164174016591240e+00,7.502993004607484195e+00,-6.973644933076586838e+00,8.343532881218479247e+00,-1.010886901276988681e+01
8.835341365461846230e-01,6.877971955782412827e+00,1.419132021086033424e+00,-7.196679359067218229e+00,2.163228555184483870e+00,4.934786256294347417e+00,-4.740280511208609937e+00,7.414909145392581280e+00,-6.845665308469565780e+00,8.284220465660308008e+00,-1.000409225752347808e+01
8.875502008032127854e-01,6.819950868846863301e+00,1.402994407401256804e+00,-7.111254748892243072e+00,2.156112177002193597e+00,4.900134629426320387e+00,-4.682738503636181271e+00,7.345901426183023553e+00,-6.728653073472475654e+00,8.213816550931245075e+00,-9.922372669568073178e+00
8.915662650602408368e-01,6.753342891085338806e+00,1.378837189560470522e+00,-7.015447378327589689e+00,2.131610704233720899e+00,4.863491531678783453e+00,-4.641950316177824831e+00,7.282174383753487135e+00,-6.592683541142912773e+00,8.114362757823743166e+00,-9.811708277662031463e+00
8.955823293172689992e-01,6.679401253219590551e+00,1.351567777530638503e+00,-6.899698249625171087e+00,2.115680314461998890e+00,4.826284708816558577e+00,-4.567391549325683364e+00,7.200284174267638448e+00,-6.442763838344060190e+00,8.011634876574573738e+00,-9.688939361205768819e+00
8.995983935742970505e-01,6.602369790714354814e+00,1.305669426240506192e+00,-6.766079226852611761e+00,2.093662404855863635e+00,4.811946902920014146e+00,-4.484778144854479009e+00,7.106495070096017663e+00,-6.272140391826045658e+00,7.888667399127031743e+00,-9.541319143877311504e+00
9.036144578313252129e-01,6.514666456324232691e+00,1.282850114672190012e+00,-6.641434181178282437e+00,2.067745211382924442e+00,4.758835843602502891e+00,-4.400551423355903324e+00,6.997169611071617723e+00,-6.134857201844457819e+00,7.787993914298578346e+00,-9.388893918334485278e+00
9.076305220883533753e-01,6.347186842051513622e+00,1.264950350252943112e+00,-6.528167268609590401e+00,2.040495658389161360e+00,4.605269683464605635e+00,-4.336630245273488171e+00,6.865381275812925566e+00,-5.998110480816511547e+00,7.570909566877007890e+00,-9.249761079738773262e+00
9.116465863453814267e-01,6.167966532141673675e+00,1.228055868263288053e+00,-6.412581132039581355e+00,2.011152592277868134e+00,4.464646761992760560e+00,-4.278866216549417345e+00,6.726014183430244486e+00,-5.850774223286738795e+00,7.313238651002015978e+00,-9.108102956282587925e+00
9.156626506024095891e-01,6.028128896465254627e+00,1.198321226174191345e+00,-6.288474081678297800e+00,1.986059031238800898e+00,4.363327321139713000e+00,-4.211839355445129662e+00,6.586144138326821995e+00,-5.689007309537831958e+00,7.134915229929227110e+00,-8.964575580051930004e+00
9.196787148594376404e-01,5.901491551521229617e+00,1.156388897060387944e+00,-6.139410905050489475e+00,1.962581972006196773e+00,4.290325838397168745e+00,-4.129703971396518014e+00,6.464254092815183483e+00,-5.486434306435613806e+00,6.949894723351336623e+00,-8.802094437319334830e+00
9.236947791164658028e-01,5.770959978175326910e+00,1.116978684655644871e+00,-5.973798580623269849e+00,1.929433199772951468e+00,4.210663013327554438e+00,-4.041118130894483684e+00,6.337643922378683570e+00,-5.272017581473581238e+00,6.764572998819742722e+00,-8.608260029501744626e+00
9.277108433734938542e-01,5.634932482189467073e+00,1.078969026063290926e+00,-5.806101038149442672e+00,1.892168609839598670e+00,4.124095086108138020e+00,-3.927063106983672114e+00,6.205178258998131469e+00,-5.095660788471638725e+00,6.575524101462130844e+00,-8.395579218993018955e+00
9.317269076305220166e-01,5.493586481601748339e+00,1.051118777453772912e+00,-5.616576218419912614e+00,1.835871049704605351e+00,4.017563037125103875e+00,-3.813456753006943867e+00,6.078980642627903386e+00,-4.900358490595477789e+00,6.384215765052235980e+00,-8.135913411657316630e+00
9.357429718875500679e-01,5.349138700019132386e+00,1.034777617714760511e+00,-5.449321723402896112e+00,1.765047273007938955e+00,3.893896098761628455e+00,-3.731217606920061325e+00,5.943160577748225926e+00,-4.740197612451994225e+00,6.210359423547544111e+00,-7.876549950836632341e+00
9.397590361445782303e-01,5.205499871984378579e+00,1.007156346141438119e+00,-5.268517310005647936e+00,1.680147203495167441e+00,3.786214598872779558e+00,-3.659654988193441039e+00,5.811374288425060541e+00,-4.558678527933049729e+00,6.018910728655294307e+00,-7.587218413890454372e+00
9.437751004016063927e-01,5.114536016197563484e+00,1.004733601227733475e+00,-5.057815970161986918e+00,1.606865796151973669e+00,3.702619364757159026e+00,-3.560165792751798008e+00,5.682280951853480921e+00,-4.326502724169241532e+00,5.958707731982050504e+00,-7.286779393564922103e+00
9.477911646586344441e-01,5.021314273665737460e+00,9.927358009900312252e-01,-4.833655626967948926e+00,1.518111945021195952e+00,3.632821393595782933e+00,-3.446567531271667484e+00,5.535693547860860875e+00,-4.108050007759332267e+00,5.895427879540567240e+00,-6.946349341872847027e+00
9.518072289156626065e-01,4.870589350935026651e+00,9.947596384951099546e-01,-4.612203662164052531e+00,1.414683751754227670e+00,3.477673182404186658e+00,-3.352013093107610864e+00,5.396288780507907390e+00,-3.896589106696285221e+00,5.737806089892986350e+00,-6.588008786688260621e+00
9.558232931726906578e-01,4.712427235544500270e+00,9.803497302504583510e-01,-4.399718741650863407e+00,1.292809314136394327e+00,3.334426042085155473e+00,-3.288329285807958691e+00,5.269280476940492619e+00,-3.698176820346072979e+00,5.533575187607852719e+00,-6.212650118798558552e+00
9.598393574297188202e-01,4.537752863585784446e+00,9.707421820090471609e-01,-4.141685536540357759e+00,1.138606210671123664e+00,3.170092821232862068e+00,-3.186915386398489147e+00,5.118432110112079769e+00,-3.496151814561907045e+00,5.324733659412413722e+00,-5.741989408660677086e+00
9.638554216867468716e-01,4.334989409686614614e+00,9.773731345266820636e-01,-3.854081578381113982e+00,9.711946896408596430e-01,2.956435701378914871e+00,-3.081160770422901596e+00,4.937205244290472805e+00,-3.257295443465305418e+00,5.111327283390457055e+00,-5.223788521255133155e+00
9.678714859437750340e-01,4.131984114672191843e+00,9.723100940424163063e-01,-3.553290518996496061e+00,8.296103050800748280e-01,2.760666520008377312e+00,-2.941903267615971984e+00,4.729913672925860624e+00,-2.991785142681100407e+00,4.905372151082336707e+00,-4.726183146692415349e+00
9.718875502008030853e-01,3.918172889494665245e+00,9.475788385578105544e-01,-3.220121890754696015e+00,7.147425675556700053e-01,2.579908145738228242e+00,-2.759976822081443792e+00,4.526938965828576578e+00,-2.670780995872995334e+00,4.647671556917190472e+00,-4.229607854309650250e+00
9.759036144578312477e-01,3.680028245070872117e+00,9.124723120809804522e-01,-2.769468416904403707e+00,5.438510680415107323e-01,2.390355291239458779e+00,-2.546842271588548368e+00,4.286571973476799080e+00,-2.243216452972972341e+00,4.363157470496358492e+00,-3.518346526151690412e+00
9.799196787148592991e-01,3.367931843429253558e+00,8.043719034138344659e-01,-2.318737820925406368e+00,3.812149846495082040e-01,2.231016023970505913e+00,-2.374127102303122072e+00,3.969375403079860032e+00,-1.826622770033323295e+00,3.903404103237393841e+00,-2.755463590439774624e+00
9.839357429718874615e-01,3.020831711124591035e+00,7.482607289280699403e-01,-1.746867936411216737e+00,3.256194025247480250e-01,1.966727446486645992e+00,-1.939705866427131387e+00,3.628440203453326962e+00,-1.288299634097164414e+00,3.467327483433800595e+00,-2.012598308709354189e+00
9.879518072289156239e-01,2.703833983051319834e+00,6.623362092266231738e-01,-1.190925442075172924e+00,3.044136726809663074e-01,1.777630701963496485e+00,-1.492139189099745300e+00,3.287950055195981935e+00,-7.739462067735403128e-01,3.045921191994481081e+00,-1.306690930352232938e+00
9.919678714859436752e-01,2.393070273384011681e+00,5.958095030087244837e-01,-6.500227007141639035e-01,3.157495047188212944e-01,1.564002271057855387e+00,-1.042991239450293595e+00,2.937866055021802314e+00,-2.698854426201743317e-01,2.677342494072378010e+00,-6.371914200720238952e-01
9.959839357429718376e-01,2.109401672671314731e+00,5.295272936745955006e-01,-1.674763254047812178e-01,3.590092008466881923e-01,1.380990847314491177e+00,-6.427118217093044095e-01,2.624146064510458842e+00,2.248825831671039666e-01,2.323068106188993731e+00,-8.459973767214323814e-02
1.000000000000000000e+00,1.270903010033444192e+00,3.276909354893881576e-01,1.270903010033444192e+00,3.276909354893881576e-01,8.695652173913046568e-01,8.695652173913046568e-01,1.672240802675585059e+00,1.672240802675585059e+00,1.270903010033443081e+00,1.270903010033443081e+00
